网址,职位,公司名称,薪资,工作地点,发布时间,岗位描述
http://company.zhaopin.com/CC514689632.htm,Java软件开发+五险/双休,广州胖虾网络科技有限公司,3000-5000,西安-新城区,最新, 岗位职责：  1、服从公司的发展要求，配合公司的工作安排；  2、负责公司相关Java软件项目的开发；  3、参与公司所用技术的优化和升级。  任职要求：  1、年满18岁，高中以上学历，专业不限；  2、对JAVA有浓厚的兴趣，并有打算从事JAVA开始的...
http://company.zhaopin.com/CC689935929.htm,java软件工程师/程序员实习助理,北京百知教育科技有限公司,7500-12000,西安,最新, 报名资格：    1、大专及以上学历，计算机相关专业，有计算机语言基础者优先，如：C语言、Java、.Net、PHP等；    2、工作态度端正，有责任感，组织性、纪律性强；    3、具有良好的逻辑思维能力、沟通能力、团队合作能力；    4、愿意接受岗前集中学习。    岗位职责...
http://company.zhaopin.com/CC689935929.htm,初级java软件工程师,北京百知教育科技有限公司,7500-14000,西安,最新,...JAVA、.Net、PHP、VB等；  4、接受上岗前集中学习。    【待遇】：   1、签订正式《劳动合同》享受国家规定的保险福利待遇（五险一金、带薪年假、各项补助等） 2、周末双休、餐费补贴、通讯补贴、住宿补贴、专业培训、节日福利。 3、在京工作一年后要求回当地工作的，可申...
http://company.zhaopin.com/CC540062934.htm,初级java软件开发程序员/双休,北京升凯网络科技有限公司,3000-5000,西安-碑林区,最新, 任职要求：  1、专科以上学历，理工科专业；  2、喜欢java编程，并希望从事软件开发行业；  3、熟悉互联网，具备基本的计算机相关知识；     职责：  1、协助工程师开发项目，完成项目开发。  2、协助测试软件bug  3、负责资料收集等  福利遇：  1、工资结构：基本底薪...
http://company.zhaopin.com/CC540062934.htm,java初级后端开发工程师+周末双休,北京升凯网络科技有限公司,3000-5000,西安-碑林区,最新, 岗位要求：  1、专科以上学历，年龄18-26岁；  2、对开发本身有浓厚的兴趣，有从事java开发工作的意愿；  3、优秀的学习能力，良好的团队协作精神和服务意识；     福利待遇：  1、周一至周五，早上9：:00-下午18:00，周末双休；  2、为员工购买五险一金，让员工无...
http://company.zhaopin.com/CC458006425.htm,应届生/测试/java开发,西安万高合创软件信息工程有限公司,4001-6000,西安,最新, 欢迎应往届有志男女青年，有志于IT行业的转业待业积极分子加入到我们当中。  详情咨询电话：18092103660  刘老师     实习生要求:  1、热爱软件事业；不满足于小练习来喂饱自己对技术的求知欲。  2、java开发 或 软件测试方向：大专及以上学历；  3、有一...
http://company.zhaopin.com/CC281667982.htm,java开发工程师,西安狂生电子科技有限公司,10001-15000,西安,最新,...Java 实际项目开发经验，一年以上架构设计经验；   3.  有扎实的 Java 基础， Java 多线程、并发以及网络通信有深厚的经验；   4.  精通网络编程，熟悉 HTTP ， TCP/IP 协议，对 B/S 架构的软件有...
http://company.zhaopin.com/CC540049933.htm,Java研发（高薪+双休）,北京玖易创新网络科技有限公司,3000-5000,西安-未央区,最新, 任职要求：  1、专科以上学历，理工科专业；  2、喜欢java编程，并希望从事软件开发行业；  3、熟悉互联网，具备基本的互联网知识；  福利待遇：  1、工资结构：基本底薪+全勤奖+绩效奖金+补贴+优秀员工奖励；  2、提供丰富多彩的团队活动、户外拓展、组织旅游等；  3、享受国...
http://company.zhaopin.com/CC307060815.htm,Java高级开发工程师,西安朗智网络科技有限公司,6000-10000,西安,最新, 1、  本科及以上学历，计算机或相关专业毕业， 3年以上 工作经验；       2、	精通Java语言，熟悉基本设计模式。精通BS开发。精通javascript、html语言，能够独立完成用户界面。     3、	熟悉常用应用服务器产品，如Tomcat、je...
http://company.zhaopin.com/%E9%99%95%E8%A5%BF_CC217000521D90250070000.htm,IT培训讲师（JAVA）,中公教育陕西分公司,6000-12000,西安,招聘中, 我们需要你：  1.按照教学规范和教学大纲高质量完成JAVA课程的授课任务；  2.带领学员参加实训并指导学员完成实操项目。  3.根据学生及市场需要，高质量完成公开课、讲座、网络直播课等授课任务；  4.完成相关的教学资料（实训大纲、教学PPT、教学用书、教学案例等）的研发工作。 ...
http://special.zhaopin.com/pagepublish/39705481/index.html,JAVA工程师,西安四维图新信息技术有限公司,2001-4000,西安,最新,...Java  ，  JSP  ，  Servlet  ，  Json  ，  Css  等  J2EE  相关编程技术，熟练使用  MyEclipse  等开发工具；    4、   熟悉  Spring  、  SpringMVC  、  MyBatis  框架、  Bootst...
http://company.zhaopin.com/CC384474332.htm,JAVA软件工程师,西安微立方测控技术有限公司,3000-6000,西安-高新技术产业开发区,最新, 岗位要求：  1.计算机或相关专业，大学本科或以上学历，1年以上工作经验；  2.热爱技术，对编程有浓厚的兴趣；  3.精通常用的开源框架，如：Spring MVC，SSH2等常见JAVA框架；  4.熟悉关系型数据库，如Oracle、SqlServer、MySQL；  5.喜欢钻研...
http://company.zhaopin.com/CC388565483.htm,java项目经理,宁夏神州好易信息发展股份有限公司,8000-15000,西安,最新,"...Java、J2ee相关技术和体系架构； 4、精通Struts, Spring, Hibernate或类似Java体系的应用编程； 5、熟悉Mysql、Sql Server、Oracle、DB2 等数据库编程； 6、熟悉面向对象的大型分布式系统设计与开发，了解中间件的..."
http://company.zhaopin.com/CC388565483.htm,Java开发工程师,宁夏神州好易信息发展股份有限公司,5000-10000,西安,最新,...JAVA项目开发实施工作经验；  2、有建材交易平台开发经验优先考虑。
http://company.zhaopin.com/CC139313719.htm,Java开发工程师（西安）,福建联迪商用设备有限公司,6001-8000,西安,最新,"...JAVA  面向对象编程，精通  Servlet  、  Jsp  、  Jdbc  、  HTML  ；   3  、具备独立开发、分析、设计能力，熟悉软件工程规范，有良好的代码编写风格；   4  、有解决问题、钻研新技术的兴趣和能力  ,  善于交流和表达。"
http://special.zhaopin.com/pagepublish/42607432/index.html,java开发工程师,新东网科技有限公司,10001-15000,西安,最新,"  1. 本科及以上学历，计算机相关专业毕业，26-32岁，(熟悉linux，mysql,oracle)；  2. 精通Core Java开发，3年以上Java应用开发经验，并有互联网开发经验；  3. 精通Spring、..."
http://company.zhaopin.com/CC570515620.htm,JAVA软件实习助理,华软汇智（北京）国际软件技术研究院,6001-8000,西安,最新, 岗位职责：  一、任职条件： 1、应往届毕业生，机电、电气、电子信息计算机、通讯、数学等相关专业优先。 2、有计算机语言者优先，如：C语言、C++、Java、.Net等。 3、年龄18-28岁，有意向从事软件开发行业者优先。 4、有明确的求职目标和发展方向，对未来有坚定信仰者优先。 ...
http://company.zhaopin.com/CC689935929.htm,java+大数据开发实习助理（住宿+五险）,北京百知教育科技有限公司,8000-14000,西安,最近, ◆项目说明：     北京中关村软件园未来两年内园区IT工程师的数量将由现在的3万人，达到6-8万人的规模，人才需求量远远大于人才供给，对欲在IT领域有所建树的有识之士来说，现在入职中关村软件园，千载难逢，机会难得......  ◆职业背景：         Java+大数据软件开发...
http://company.zhaopin.com/CC689935929.htm,Java+人工智能开发实习生,北京百知教育科技有限公司,7500-14000,西安,最近, 【岗位方向】：  1、 Java+大数据软件开发工程师实习生  2、 人工智能+Python开发工程师实习生  【任职要求】：  1、大专及以上学历，计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电、数学或英语等专业。  2、有计算机语言基础者优先，如：C语言、<...
http://special.zhaopin.com/pagepublish/15031441/index.html,Java研发工程师（技术经理）,厦门市美亚柏科信息股份有限公司,8000-15000,西安,最近, 1) 本科及以上学历，计算机等相关专业毕业。  2) 4年及以上JAVA开发相关经验。  3) 熟悉传统的关系型数据库。  4) 熟悉主流开源 NoSQL 产品、分布式存储与计算平台。  5) 熟悉PC桌面的WEB前端应用开发。  6) 有公安行业IT系统研发经验者优先。  7) 学...
http://company.zhaopin.com/CC689935929.htm,java开发工程师实习生,北京百知教育科技有限公司,8001-10000,西安,最近, 一、Java大数据软件开发实习工程师    任职要求：  1、理工科：计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电等。 2、在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。 3、入职前同意参加软件园统一组织的三到四个月的企业岗前项...
http://company.zhaopin.com/CC463535987D90250003000.htm,Java开发实习生(汽车电子业务线）,西安软慧软件开发有限公司,4001-6000,西安,最近, 一、岗位描述： 1、大专及以上学历，计算机及相关理工科专业毕业； 2、热爱软件开发行业，善于学习和总结分析； 3、做事认真、细心、负责，能够专心学习技术； 4、有良好的工作态度和团队合作精神； 5、优秀的应往届毕业生可适当放宽条件；  二、任职资格： 1、大专及以上学历，2016届应届生、2017...
http://special.zhaopin.com/pagepublish/15031441/index.html,Java研发工程师（WEB）,厦门市美亚柏科信息股份有限公司,6000-12000,西安,最近, 1) 本科及以上学历，计算机等相关专业毕业。  2) 2年及以上JAVA开发相关经验。  3) 熟练掌握 HTML/CSS/JavaScript，能够独立编写体验良好的的WEB应用。  4) 熟悉主流开源 NoSQL 产品、分布式存储与计算平台。  5) 熟悉 Spri...
http://company.zhaopin.com/CC463535987D90250003000.htm,Java开发实习生,西安软慧软件开发有限公司,4001-6000,西安-雁塔区,最近," 任职要求：  1.大专以上学历，专业不限，要有一定的逻辑思维,热爱互联网工作；  2.热爱互联网，喜欢从事IT技术类工作；  3.学习能力强，工作热情高，富有责任感，在上司指导下完成工作内容；  4.本岗位欢迎优秀应届毕业生前来应聘。     薪资待遇：  实习期后提供食宿，薪资为基本工资+项目提..."
http://special.zhaopin.com/pagepublish/15031441/index.html,java大数据分析工程师,厦门市美亚柏科信息股份有限公司,8000-10000,西安-雁塔区,招聘中, 岗位职责：     1、大数据的分布式采集与环境搭建和测试  2、大数据存储、处理和分析工作  3、大数据相关产品线的改进和相关核心开发工作  4、其他大数据相关工作     任职要求：  1、本科及以上学历，计算机相关专业  2、2年以上Java开发及大数据相关开发经验，ja...
